fecha/hora,Id. de liquidación,tipo ,Id. del pedido,sku,descripción,cantidad,marketplace,cumplimiento,ciudad del pedido,estado del pedido,código postal del pedido,modelo de recaudación de impuestos,ventas de productos,impuesto de ventas de productos,créditos de envío,impuesto de abono de envío,créditos por envoltorio de regalo,impuesto de créditos de envoltura,Tarifa reglamentaria,Impuesto sobre tarifa reglamentaria,descuentos promocionales,impuesto de reembolsos promocionales,impuesto de retenciones en la plataforma,tarifas de venta,tarifas fba,tarifas de otra transacción,otro,total
2023-01-2 08:42:10,17150118301,Pedido,701-3803796-3738651,PT003,"FUEGO AZTECA® | Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol - sól",1,amazon.com.mx,Amazon,TEMIXCO,MORELOS,62588,MarketplaceFacilitator,189,0,0,0,0,0,0,0,0,0,0,-15.11,-61.93,0,0,111.96
2023-01-2 08:42:10,17150118301,Pedido,701-3803796-3738651,PT001,"FUEGO AZTECA® | Elíxir Ámbar - Salsa/Infusión natural en Aceite de Oliva de 3 Variedades de Chiles y Ajo: Chile Chipotle, Morita & Rojo de Árbol",1,amazon.com.mx,Amazon,TEMIXCO,MORELOS,62588,MarketplaceFacilitator,299,0,0,0,0,0,0,0,0,0,0,-23.92,-68.86,0,0,206.22
2023-01-3 07:48:57,17150118301,Pedido,701-4186727-3239421,FI-ECM0-UA0O,"FUEGO AZTECA® | Elíxir Ámbar Aceite Picante - Infusión natural en Aceite de Oliva de chiles Chipotle, Morita, Rojo de Árbol y Ajo - sólo Ingredi",1,amazon.com.mx,Vendedor,JUAREZ,CHIHUAHUA,32350,MarketplaceFacilitator,499,0,65,0,0,0,0,0,0,0,0,-84.6,0,0,0,479.4
2023-01-3 08:04:38,17150118301,Servicios de envío,701-4186727-3239421,,Etiqueta de envío comprada a través de Amazon,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-223.82,-223.82
2023-01-3 08:14:26,17150118301,Pedido,702-7110549-7545026,PT0011,"FUEGO AZTECA | 6-Pack Manjar Emperador Mini - Salsa Gourmet Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & de",4,amazon.com.mx,Vendedor,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,5129,MarketplaceFacilitator,1116,0,65,0,0,0,0,0,0,0,0,-94.47,0,0,0,1086.53
2023-01-3 21:35:56,17150118301,Pedido,701-4952599-2973854,PT0009,FUEGO AZTECA | 3-Pack Esencial - Kit de 3 Salsas Premium en Aceite de Oliva: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 3 piezas de 200g c/,1,amazon.com.mx,Amazon,GUADALUPE,ZACATECAS,98617,MarketplaceFacilitator,499,0,0,0,39,0,0,0,0,0,0,-74.85,-112.89,0,0,350.26
2023-01-4 07:35:33,17150118301,Servicios de envío,701-8774937-2645850,,Etiqueta de envío comprada a través de Amazon,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-222.37,-222.37
2023-01-4 07:35:42,17150118301,Pedido,701-8774937-2645850,FI-ECM0-UA0O,"FUEGO AZTECA® | Elíxir Ámbar Aceite Picante - Infusión natural en Aceite de Oliva de chiles Chipotle, Morita, Rojo de Árbol y Ajo - sólo Ingredi",1,amazon.com.mx,Vendedor,JUAREZ,CHIHUAHUA,32350,MarketplaceFacilitator,499,0,65,0,0,0,0,0,0,0,0,-84.6,0,0,0,479.4
2023-01-6 10:25:52,17150118301,Tarifa de inventario FBA,INT01301,,Solicitud de retiro de inventario de Logística de Amazon: tarifa por devolución,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.38,-12.38
2023-01-6 21:29:09,17150118301,Pedido,701-1446127-2364225,PT0009,FUEGO AZTECA | 3-Pack Esencial - Kit de 3 Salsas Premium en Aceite de Oliva: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 3 piezas de 200g c/,1,amazon.com.mx,Amazon,TLAQUEPAQUE,JALISCO,45601,MarketplaceFacilitator,399,0,0,0,0,0,0,0,0,0,0,-59.84,-73.89,0,0,265.27
2023-01-7 01:00:11,17150118301,Pedido,702-0076934-2753835,PT0028-1-MX,FUEGO AZTECA | Néctar Ígneo - Salsa Premium: Pulpa de Mango con Chile Habanero y Aceite de Oliva - Textura cremosa - Ingredientes naturales - Nivel,1,amazon.com.mx,Amazon,ZINACANTEPEC,MÉXICO,51354,MarketplaceFacilitator,179,0,0,0,0,0,0,0,0,0,0,-14.31,-61.93,0,0,102.76
2023-01-7 21:25:39,17150118301,Pedido,702-0551895-9896259,PT0009,FUEGO AZTECA | 3-Pack Esencial - Kit de 3 Salsas Premium en Aceite de Oliva: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 3 piezas de 200g c/,2,amazon.com.mx,Amazon,MONTERREY,NUEVO LEÓN,64639,MarketplaceFacilitator,998,0,0,0,0,0,0,0,0,0,0,-149.71,-147.78,0,0,700.51
2023-01-8 05:01:26,17150118301,Tarifa de inventario FBA,,,Tarifas de almacenamiento de Logística de Amazon,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-140.03,-140.03
2023-01-8 09:52:59,17150118301,Pedido,701-7045021-0699466,PT0009,FUEGO AZTECA | 3-Pack Esencial - Kit de 3 Salsas Premium en Aceite de Oliva: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 3 piezas de 200g c/,1,amazon.com.mx,Amazon,MORELIA,MICHOACAN DE OCAMPO,58330,MarketplaceFacilitator,499,0,0,0,0,0,0,0,0,0,0,-74.85,-73.89,0,0,350.26
2023-01-10 11:10:45,17235561451,Pedido,701-8546912-3540204,PT0011,"FUEGO AZTECA | 6-Pack Manjar Emperador Mini - Salsa Gourmet Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & de",1,amazon.com.mx,Vendedor,SANTIAGO DE QUERETARO,QUERETARO,76060,MarketplaceFacilitator,279,0,28.88,0,0,0,0,0,0,0,0,-46.18,0,0,0,261.7
2023-01-10 11:10:45,17235561451,Pedido,701-8546912-3540204,PT0010,"FUEGO AZTECA® | 6-Pack Elíxir Ámbar Mini Aceite Picante - Infusión natural en Aceite de Oliva de chiles Chipotle, Morita, Rojo de Árbol y Ajo - s",1,amazon.com.mx,Vendedor,SANTIAGO DE QUERETARO,QUERETARO,76060,MarketplaceFacilitator,349,0,36.12,0,0,0,0,0,0,0,0,-57.77,0,0,0,327.35
2023-01-11 02:50:06,17235561451,Pedido,702-7696513-4293838,PT003,"FUEGO AZTECA® | Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol - sól",1,amazon.com.mx,Amazon,MONTERREY,NUEVO LEON,64000,MarketplaceFacilitator,189,0,0,0,0,0,0,0,0,0,0,-15.11,-61.93,0,0,111.96
2023-01-11 09:32:44,17235561451,Tarifa de servicio,,,Suscripción,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-246.07,-246.07
2023-01-11 10:41:48,17235561451,Trasferir,,,A la cuenta que finaliza en: 750,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2449.79,-2449.79
2023-01-12 07:58:34,17235561451,Pedido,702-1364796-1473864,PT0012-MX,FUEGO AZTECA | 6-Pack Esencial Mini - Kit de 3 Salsas Premium en Aceite de Oliva: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 6 piezas tama�,1,amazon.com.mx,Vendedor,CUAUTITLAN IZCALLI,MEXICO,54729,MarketplaceFacilitator,269,0,43.5,0,0,0,0,0,0,0,0,-46.87,0,0,0,265.63
2023-01-12 20:34:16,17235561451,Pedido,701-8591819-2271415,PT0009,FUEGO AZTECA | 3-Pack Esencial - Kit de 3 Salsas Premium en Aceite de Oliva: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 3 piezas de 200g c/,1,amazon.com.mx,Amazon,MINERAL DE LA REFORMA,HIDALGO,42185,MarketplaceFacilitator,499,0,0,0,0,0,0,0,0,0,0,-74.85,-73.89,0,0,350.26
2023-01-12 21:30:51,17235561451,Pedido,701-2876324-8060243,PT001,"FUEGO AZTECA® | Elíxir Ámbar - Salsa/Infusión natural en Aceite de Oliva de 3 Variedades de Chiles y Ajo: Chile Chipotle, Morita & Rojo de Árbol",1,amazon.com.mx,Amazon,SANTIAGO DE QUERETARO,QUERETARO,76060,MarketplaceFacilitator,299,0,11.8,0,0,0,0,0,0,0,0,-23.92,-80.66,0,0,206.22
2023-01-12 21:30:51,17235561451,Pedido,701-2876324-8060243,PT003,"FUEGO AZTECA® | Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol - sól",1,amazon.com.mx,Amazon,SANTIAGO DE QUERETARO,QUERETARO,76060,MarketplaceFacilitator,189,0,11.8,0,0,0,0,0,0,0,0,-15.11,-73.73,0,0,111.96
2023-01-12 21:30:51,17235561451,Pedido,701-2876324-8060243,7S-HYA1-PK4A,"FUEGO AZTECA | Nutty & Picante - Salsa Premium: mezcla de Chiles tostados, Ciruela Pasa y Nuez en Aceite de Oliva - Chile Morita & Habanero - Ingredie",1,amazon.com.mx,Amazon,SANTIAGO DE QUERETARO,QUERETARO,76060,MarketplaceFacilitator,189,0,11.8,0,0,0,0,0,0,0,0,-15.11,-73.73,0,0,111.96
2023-01-13 12:28:18,17235561451,Pedido,701-4978740-5504206,PT0028-1-MX,FUEGO AZTECA | Néctar Ígneo - Salsa Premium: Pulpa de Mango con Chile Habanero y Aceite de Oliva - Textura cremosa - Ingredientes naturales - Nivel,1,amazon.com.mx,Amazon,MONTERREY,NUEVO LEÓN,64349,MarketplaceFacilitator,179,0,0,0,0,0,0,0,0,0,0,-14.31,-61.93,0,0,102.76
2023-01-13 20:23:10,17235561451,Pedido,701-4497942-6862653,7S-HYA1-PK4A,"FUEGO AZTECA | Nutty & Picante - Salsa Premium: mezcla de Chiles tostados, Ciruela Pasa y Nuez en Aceite de Oliva - Chile Morita & Habanero - Ingredie",1,amazon.com.mx,Amazon,MERIDA,YUCATAN,97133,MarketplaceFacilitator,189,0,7.19,0,0,0,0,0,0,0,0,-15.11,-69.12,0,0,111.96
2023-01-16 09:21:19,17235561451,Pedido,701-8461014-3373835,PT0028-1-MX,FUEGO AZTECA | Néctar Ígneo - Salsa Premium: Pulpa de Mango con Chile Habanero y Aceite de Oliva - Textura cremosa - Ingredientes naturales - Nivel,1,amazon.com.mx,Amazon,Monterrey,Nuevo Leon,64000,MarketplaceFacilitator,179,0,0,0,0,0,0,0,0,0,0,-14.31,-61.93,0,0,102.76
2023-01-16 09:23:36,17235561451,Pedido,701-8461014-3373835,PT003,"FUEGO AZTECA® | Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol - sól",1,amazon.com.mx,Amazon,Monterrey,Nuevo Leon,64000,MarketplaceFacilitator,189,0,0,0,0,0,0,0,0,0,0,-15.11,-61.93,0,0,111.96
2023-01-17 10:18:07,17235561451,Pedido,702-6982221-5301065,PT003,"FUEGO AZTECA® | Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol - sól",1,amazon.com.mx,Amazon,IZUCAR DE MATAMOROS,PUEBLA,74570,MarketplaceFacilitator,189,0,0,0,0,0,0,0,0,0,0,-15.11,-61.93,0,0,111.96
2023-01-17 12:08:30,17235561451,Pedido,701-2723643-4395417,PT0028-1-MX,FUEGO AZTECA | Néctar Ígneo - Salsa Premium: Pulpa de Mango con Chile Habanero y Aceite de Oliva - Textura cremosa - Ingredientes naturales - Nivel,1,amazon.com.mx,Amazon,NANCHITAL DE LAZARO CARDENAS DEL RIO,VERACRUZ DE IGNACIO DE LA LLAVE,96360,MarketplaceFacilitator,179,0,0,0,0,0,0,0,0,0,0,-14.31,-61.93,0,0,102.76
2023-01-18 08:41:56,17235561451,Pedido,702-6906166-0758669,PT0012-MX,FUEGO AZTECA | 6-Pack Esencial Mini - Kit de 3 Salsas Premium en Aceite de Oliva: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 6 piezas tama�,1,amazon.com.mx,Vendedor,CHIHUAHUA,CHIHUAHUA,31115,MarketplaceFacilitator,299,0,43.5,0,0,0,0,0,0,0,0,-51.38,0,0,0,291.12
2023-01-18 08:41:59,17235561451,Servicios de envío,702-6906166-0758669,,Etiqueta de envío comprada a través de Amazon,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-144,-144
2023-01-18 15:27:05,17235561451,Pedido,701-5263393-9287419,PT003,"FUEGO AZTECA® | Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol - sól",1,amazon.com.mx,Amazon,CIUDAD DE MEXICO,CIUDAD DE MEXICO,9760,MarketplaceFacilitator,189,0,0,0,0,0,0,0,0,0,0,-15.11,-61.93,0,0,111.96
2023-01-19 01:34:33,17235561451,Pedido,702-1794310-1254611,PT001,"FUEGO AZTECA® | Elíxir Ámbar - Salsa/Infusión natural en Aceite de Oliva de 3 Variedades de Chiles y Ajo: Chile Chipotle, Morita & Rojo de Árbol",1,amazon.com.mx,Amazon,LA PIEDAD DE CABADAS,MICHOACAN DE OCAMPO,59300,MarketplaceFacilitator,299,0,0,0,0,0,0,0,0,0,0,-23.92,-68.86,0,0,206.22
2023-01-19 12:01:15,17235561451,Pedido,701-1520610-7396261,7S-HYA1-PK4A,"FUEGO AZTECA | Nutty & Picante - Salsa Premium: mezcla de Chiles tostados, Ciruela Pasa y Nuez en Aceite de Oliva - Chile Morita & Habanero - Ingredie",1,amazon.com.mx,Amazon,BAHIA DE BANDERAS,NAYARIT,63735,MarketplaceFacilitator,189,0,0,0,0,0,0,0,0,0,0,-15.11,-61.93,0,0,111.96
2023-01-20 01:37:06,17235561451,Pedido,701-6218062-2921839,PT0009,FUEGO AZTECA | 3-Pack Esencial - Kit de 3 Salsas Premium en Aceite de Oliva: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 3 piezas de 200g c/,1,amazon.com.mx,Amazon,ZAPOPAN,JALISCO,45221,MarketplaceFacilitator,499,0,0,0,0,0,0,0,0,0,0,-74.85,-73.89,0,0,350.26
2023-01-20 09:24:18,17235561451,Pedido,702-3597995-0345815,PT0003-2-MX,"FUEGO AZTECA® | 2-Pack Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol",1,amazon.com.mx,Amazon,Monterrey,Nuevo Leon,64440,MarketplaceFacilitator,305,0,0,0,0,0,0,0,0,0,0,-45.75,-68.86,0,0,190.39
2023-01-20 12:08:54,17235561451,Pedido,702-9969143-0172233,PT001,"FUEGO AZTECA® | Elíxir Ámbar - Salsa/Infusión natural en Aceite de Oliva de 3 Variedades de Chiles y Ajo: Chile Chipotle, Morita & Rojo de Árbol",1,amazon.com.mx,Amazon,LA PIEDAD DE CABADAS,MICHOACÁN DE OCAMPO,59379,MarketplaceFacilitator,299,0,0,0,0,0,0,0,0,0,0,-23.92,-68.86,0,0,206.22
2023-01-21 12:16:25,17235561451,Pedido,702-4475897-9737853,PT003,"FUEGO AZTECA® | Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol - sól",1,amazon.com.mx,Amazon,Mérida,Yucatán,97138,MarketplaceFacilitator,199,0,0,0,0,0,0,0,0,0,0,-15.92,-61.93,0,0,121.15
2023-01-21 20:29:37,17235561451,Pedido,702-6714281-3151463,PT0003-2-MX,"FUEGO AZTECA® | 2-Pack Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol",1,amazon.com.mx,Amazon,MINERAL DE LA REFORMA,HIDALGO,42185,MarketplaceFacilitator,305,0,0,0,0,0,0,0,0,0,0,-45.75,-68.86,0,0,190.39
2023-01-23 12:36:31,17235561451,Pedido,701-2326210-8681854,7S-HYA1-PK4A,"FUEGO AZTECA | Nutty & Picante - Salsa Premium: mezcla de Chiles tostados, Ciruela Pasa y Nuez en Aceite de Oliva - Chile Morita & Habanero - Ingredie",1,amazon.com.mx,Amazon,PUERTO VALLARTA,JALISCO,48330,MarketplaceFacilitator,199,0,0,0,0,0,0,0,0,0,0,-15.92,-61.93,0,0,121.15
2023-01-24 01:31:53,17235561451,Pedido,701-0631371-2072233,7S-HYA1-PK4A,"FUEGO AZTECA | Nutty & Picante - Salsa Premium: mezcla de Chiles tostados, Ciruela Pasa y Nuez en Aceite de Oliva - Chile Morita & Habanero - Ingredie",1,amazon.com.mx,Amazon,ZAPOPAN,JALISCO,45019,MarketplaceFacilitator,199,0,0,0,0,0,0,0,0,0,0,-15.92,-61.93,0,0,121.15
2023-01-25 01:24:26,17310788541,Pedido,701-2842653-7164220,PT0028-1-MX,FUEGO AZTECA | Néctar Ígneo - Salsa Premium: Pulpa de Mango con Chile Habanero y Aceite de Oliva - Textura cremosa - Ingredientes naturales - Nivel,1,amazon.com.mx,Amazon,GUADALAJARA,JALISCO,44130,MarketplaceFacilitator,189,0,0,0,0,0,0,0,0,0,0,-15.11,-61.93,0,0,111.96
2023-01-25 10:29:21,17310788541,Trasferir,,,A la cuenta que finaliza en: 750,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6605.06,-6605.06
2023-01-25 20:27:38,17310788541,Pedido,701-2300441-7410620,PT003,"FUEGO AZTECA® | Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol - sól",1,amazon.com.mx,Amazon,COZUMEL,QUINTANA ROO,77660,MarketplaceFacilitator,199,0,0,0,0,0,0,0,0,0,0,-15.92,-61.93,0,0,121.15
2023-01-25 20:28:08,17310788541,Pedido,701-8119823-5414610,7S-HYA1-PK4A,"FUEGO AZTECA | Nutty & Picante - Salsa Premium: mezcla de Chiles tostados, Ciruela Pasa y Nuez en Aceite de Oliva - Chile Morita & Habanero - Ingredie",1,amazon.com.mx,Amazon,PACHUCA DE SOTO,HIDALGO,42078,MarketplaceFacilitator,199,0,0,0,0,0,0,0,0,0,0,-15.92,-61.93,0,0,121.15
2023-01-26 01:30:05,17310788541,Pedido,702-5120283-5614623,PT0009,FUEGO AZTECA | 3-Pack Esencial - Kit de 3 Salsas Premium en Aceite de Oliva: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 3 piezas de 200g c/,1,amazon.com.mx,Amazon,CIUDAD DE MEXICO,CIUDAD DE MEXICO,6700,MarketplaceFacilitator,499,0,26.33,0,0,0,0,0,0,0,0,-74.85,-100.22,0,0,350.26
2023-01-26 01:53:48,17310788541,Pedido,701-3506113-2275411,PT0009,FUEGO AZTECA | 3-Pack Esencial - Kit de 3 Salsas Premium en Aceite de Oliva: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 3 piezas de 200g c/,1,amazon.com.mx,Amazon,CIUDAD DE MEXICO,CIUDAD DE MEXICO,11000,MarketplaceFacilitator,499,0,0,0,0,0,0,0,0,0,0,-74.85,-73.89,0,0,350.26
2023-01-26 02:56:06,17310788541,Pedido,702-0480043-9373864,PT003,"FUEGO AZTECA® | Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol - sól",1,amazon.com.mx,Amazon,MONTERREY,NUEVO LEON,64020,MarketplaceFacilitator,199,0,0,0,0,0,0,0,0,0,0,-15.92,-61.93,0,0,121.15
2023-01-26 12:24:11,17310788541,Pedido,702-4991481-2745805,PT003,"FUEGO AZTECA® | Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol - sól",1,amazon.com.mx,Amazon,XALAPA-ENRIQUEZ,VERACRUZ DE IGNACIO DE LA LLAVE,91155,MarketplaceFacilitator,199,0,0,0,0,0,0,0,0,0,0,-15.92,-61.93,0,0,121.15
2023-01-27 01:31:30,17310788541,Pedido,702-8849810-6601016,PT0009,FUEGO AZTECA | 3-Pack Esencial - Kit de 3 Salsas Premium en Aceite de Oliva: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 3 piezas de 200g c/,1,amazon.com.mx,Amazon,CIUDAD DE MEXICO,CIUDAD DE MEXICO,1700,MarketplaceFacilitator,499,0,0,0,0,0,0,0,0,0,0,-74.85,-73.89,0,0,350.26
2023-01-27 20:26:58,17310788541,Pedido,701-4552225-2847404,PT0009,FUEGO AZTECA | 3-Pack Esencial - Kit de 3 Salsas Premium en Aceite de Oliva: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 3 piezas de 200g c/,1,amazon.com.mx,Amazon,CIUDAD DE MEXICO,CIUDAD DE MEXICO,6100,MarketplaceFacilitator,499,0,0,0,0,0,0,0,0,0,0,-74.85,-73.89,0,0,350.26
2023-01-28 09:26:22,17310788541,Reembolso,702-5120283-5614623,PT0009,FUEGO AZTECA | 3-Pack Esencial - Kit de 3 Salsas Premium en Aceite de Oliva: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 3 piezas de 200g c/,1,amazon.com.mx,Amazon,CIUDAD DE MEXICO,CIUDAD DE MEXICO,6700,,-499,0,-26.33,0,0,0,0,0,0,0,0,59.87,26.33,0,0,-439.13
2023-01-28 21:26:14,17310788541,Pedido,701-7296666-5757048,PT003,"FUEGO AZTECA® | Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol - sól",1,amazon.com.mx,Amazon,ZAPOPAN,JALISCO,45036,MarketplaceFacilitator,199,0,0,0,0,0,0,0,0,0,0,-15.92,-61.93,0,0,121.15
2023-01-28 21:26:14,17310788541,Pedido,701-7296666-5757048,PT001,"FUEGO AZTECA® | Elíxir Ámbar - Salsa/Infusión natural en Aceite de Oliva de 3 Variedades de Chiles y Ajo: Chile Chipotle, Morita & Rojo de Árbol",1,amazon.com.mx,Amazon,ZAPOPAN,JALISCO,45036,MarketplaceFacilitator,299,0,0,0,0,0,0,0,0,0,0,-23.92,-68.86,0,0,206.22
2023-01-31 21:32:11,17310788541,Pedido,702-2595233-3559448,PT003,"FUEGO AZTECA® | Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol - sól",1,amazon.com.mx,Amazon,MONTERREY,NUEVO LEON,64640,MarketplaceFacilitator,199,0,0,0,0,0,0,0,0,0,0,-15.92,-61.93,0,0,121.15
2023-02-1 20:26:43,17310788541,Pedido,701-3150209-6520210,PT0009,FUEGO AZTECA | 3-Pack Esencial - Kit de 3 Salsas Premium en Aceite de Oliva: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 3 piezas de 200g c/,1,amazon.com.mx,Amazon,SANTIAGO DE QUERETARO,QUERETARO,76000,MarketplaceFacilitator,499,0,0,0,39,0,0,0,0,0,0,-74.85,-112.89,0,0,350.26
2023-02-2 02:47:32,17310788541,Pedido,702-7177431-9258604,PT001,"FUEGO AZTECA® | Elíxir Ámbar - Salsa/Infusión natural en Aceite de Oliva de 3 Variedades de Chiles y Ajo: Chile Chipotle, Morita & Rojo de Árbol",1,amazon.com.mx,Amazon,SAN NICOLÁS DE LOS GARZA,NUEVO LEÓN,66470,MarketplaceFacilitator,299,0,0,0,0,0,0,0,0,0,0,-23.92,-68.86,0,0,206.22
2023-02-2 07:37:36,17310788541,Pedido,702-1357238-0354644,FI-ECM0-UA0O,"FUEGO AZTECA® | Elíxir Ámbar Aceite Picante - Infusión natural en Aceite de Oliva de chiles Chipotle, Morita, Rojo de Árbol y Ajo - sólo Ingredi",1,amazon.com.mx,Vendedor,Mexico City,Mex,5120,MarketplaceFacilitator,499,0,65,0,0,0,0,0,0,0,0,-84.6,0,0,0,479.4
2023-02-2 13:27:39,17310788541,Servicios de envío,702-3418837-8787449,,Etiqueta de envío comprada a través de Amazon,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.42,-84.42
2023-02-2 13:33:35,17310788541,Pedido,702-3418837-8787449,FI-ECM0-UA0O,"FUEGO AZTECA® | Elíxir Ámbar Aceite Picante - Infusión natural en Aceite de Oliva de chiles Chipotle, Morita, Rojo de Árbol y Ajo - sólo Ingredi",1,amazon.com.mx,Vendedor,SAN PEDRO GARZA GARCIA,NUEVO LEON,66265,MarketplaceFacilitator,499,0,65,0,0,0,0,0,0,0,0,-84.6,0,0,0,479.4
2023-02-3 03:53:51,17310788541,Ajuste,702-1435630-1457068,PT0028-2-MX,Reembolso de inventario de Logística de Amazon (Devolución de cliente),1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.28,199.28
2023-02-4 10:28:30,17310788541,Pedido,701-7096514-4639425,PT0028-1-MX,FUEGO AZTECA | Néctar Ígneo - Salsa Premium: Pulpa de Mango con Chile Habanero y Aceite de Oliva - Textura cremosa - Ingredientes naturales - Nivel,1,amazon.com.mx,Amazon,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,12100,MarketplaceFacilitator,189,0,0,0,0,0,0,0,0,0,0,-15.11,-61.93,0,0,111.96
2023-02-7 07:54:47,17310788541,Servicios de envío,701-4521285-9865818,,Etiqueta de envío comprada a través de Amazon,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-192.57,-192.57
2023-02-7 07:55:10,17310788541,Pedido,701-4521285-9865818,PT0022-MX,"FUEGO AZTECA | 6-Pack Nutty & Picante Mini - Salsa Gourmet Premium: mezcla fina de Chiles tostados, Ciruela Pasa y Nuez en Aceite de Oliva - Chile Mor",1,amazon.com.mx,Vendedor,TANTOYUCA,VERACRUZ DE IGNACIO DE LA LLAVE,92122,MarketplaceFacilitator,279,0,41.28,0,0,0,0,0,0,0,0,-48.04,0,0,0,272.24
2023-02-8 03:03:22,17391237491,Tarifa de inventario FBA,,,Tarifas de almacenamiento de Logística de Amazon,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89.32,-89.32
2023-02-8 10:29:55,17391237491,Trasferir,,,A la cuenta que finaliza en: 750,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5114.22,-5114.22
2023-02-8 15:24:07,17391237491,Pedido,701-1919043-5311448,PT0003-3-MX,"FUEGO AZTECA® | 3-Pack Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol",1,amazon.com.mx,Amazon,GUADALAJARA,JALISCO,44320,MarketplaceFacilitator,459,0,0,0,0,0,0,0,0,0,0,-68.85,-73.89,0,0,316.26
2023-02-8 21:29:34,17391237491,Pedido,702-6853378-7808250,PT0003-2-MX,"FUEGO AZTECA® | 2-Pack Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol",1,amazon.com.mx,Amazon,GUADALAJARA,JALISCO,44360,MarketplaceFacilitator,379,0,0,0,0,0,0,0,0,0,0,-56.85,-68.86,0,0,253.29
2023-02-11 11:16:11,17391237491,Tarifa de servicio,,,Suscripción,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-245.21,-245.21
